#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2225: Mark Twain HS, MO
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration  Base Data  Measurement Units  Sensor Depth  Element Code  Description                       
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -2            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -4            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -8            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -20           SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -40           SMS           Percent volumetric soil moisture  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Mark Twain Hs (2225) 
# Missouri  SCAN Site - 730 ft
# Reporting Frequency: Hourly; Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# As of: Jan 24, 2019 8:12:16 PM GMT-08:00
#
Date,Mark Twain HS (2225) Soil Moisture Percent -2in (pct),Mark Twain HS (2225) Soil Moisture Percent -4in (pct),Mark Twain HS (2225) Soil Moisture Percent -8in (pct),Mark Twain HS (2225) Soil Moisture Percent -20in (pct),Mark Twain HS (2225) Soil Moisture Percent -40in (pct)
2018-07-23 09:00,11.2,14.4,13.3,39.0,43.1
2018-07-23 10:00,11.0,13.9,13.6,40.5,43.1
2018-07-23 11:00,11.2,13.9,13.4,40.6,43.1
2018-07-23 12:00,11.3,13.5,13.6,41.4,44.0
2018-07-23 13:00,10.9,14.5,13.5,39.7,44.0
2018-07-23 14:00,11.4,14.3,13.4,41.0,44.0
2018-07-23 15:00,11.4,14.9,13.4,41.5,44.0
2018-07-23 16:00,11.6,14.9,13.2,41.5,42.1
2018-07-23 17:00,11.2,14.9,13.4,40.9,42.1
2018-07-23 18:00,11.4,14.9,13.4,40.9,42.1
2018-07-23 19:00,11.4,14.9,13.4,40.9,42.1
2018-07-23 20:00,11.0,14.9,13.4,40.9,42.1
2018-07-23 21:00,11.2,14.9,13.4,40.9,42.1
2018-07-23 22:00,11.0,14.3,13.4,41.0,42.1
2018-07-23 23:00,11.2,14.5,13.4,41.5,42.1
2018-07-24 00:00,11.2,14.2,13.4,41.0,42.1
2018-07-24 01:00,11.4,14.4,13.6,41.0,42.1
2018-07-24 02:00,10.8,14.4,13.6,41.0,42.1
2018-07-24 03:00,10.8,14.4,13.6,41.0,42.1
2018-07-24 04:00,11.2,14.6,13.8,41.0,42.1
2018-07-24 05:00,11.2,14.6,13.8,41.5,42.1
2018-07-24 06:00,11.2,14.6,13.8,41.0,42.1
2018-07-24 07:00,10.8,14.6,13.3,42.1,43.1
2018-07-24 08:00,11.0,13.5,13.4,39.5,42.4
2018-07-24 09:00,10.8,13.8,13.4,40.7,40.9
2018-07-24 10:00,10.5,13.9,13.3,41.3,43.6
2018-07-24 11:00,12.4,13.6,13.2,41.0,42.6
2018-07-24 12:00,11.4,15.2,13.2,40.5,43.5
2018-07-24 13:00,11.2,14.2,13.2,40.9,43.5
2018-07-24 14:00,11.2,15.0,13.2,40.9,42.6
2018-07-24 15:00,11.2,14.8,13.1,41.2,42.6
2018-07-24 16:00,11.4,14.5,13.2,40.7,42.6
2018-07-24 17:00,11.4,14.8,13.5,41.2,43.5
2018-07-24 18:00,11.1,14.8,13.5,41.2,42.6
2018-07-24 19:00,11.1,14.8,13.4,41.2,43.5
2018-07-24 20:00,11.4,14.5,13.4,41.2,43.5
2018-07-24 21:00,10.9,14.8,13.4,41.2,43.5
2018-07-24 22:00,10.9,14.5,13.4,41.2,43.5
2018-07-24 23:00,11.2,14.6,13.4,40.3,44.1
2018-07-25 00:00,11.3,14.2,13.5,41.2,43.5
2018-07-25 01:00,11.1,14.4,13.5,41.2,44.1
2018-07-25 02:00,10.8,14.4,13.5,41.2,44.1
2018-07-25 03:00,11.0,14.6,13.2,41.2,43.5
2018-07-25 04:00,11.0,14.6,13.7,41.2,44.1
2018-07-25 05:00,11.0,14.2,12.8,41.2,44.1
2018-07-25 06:00,11.2,14.0,13.1,41.2,43.0
2018-07-25 07:00,10.8,14.1,13.5,41.0,43.0
2018-07-25 08:00,11.0,13.8,13.3,39.1,43.0
2018-07-25 09:00,10.7,14.4,13.1,39.0,43.0
2018-07-25 10:00,10.7,14.3,13.0,40.3,43.6
2018-07-25 11:00,11.0,14.2,13.1,40.1,41.9
2018-07-25 12:00,10.9,13.5,12.8,38.9,43.0
2018-07-25 13:00,10.8,14.3,12.8,41.4,43.0
2018-07-25 14:00,11.4,14.3,13.1,40.5,43.0
2018-07-25 15:00,11.0,14.0,13.1,40.5,43.0
2018-07-25 16:00,11.0,14.8,13.3,41.3,43.0
2018-07-25 17:00,11.2,14.2,13.3,40.8,43.0
2018-07-25 18:00,11.2,14.8,13.2,40.7,43.0
2018-07-25 19:00,11.0,14.8,13.2,40.7,43.0
2018-07-25 20:00,11.2,14.8,13.0,40.7,43.0
2018-07-25 21:00,11.4,14.2,13.2,40.7,43.0
2018-07-25 22:00,10.8,14.2,13.2,40.7,43.0
2018-07-25 23:00,10.9,14.3,13.2,40.5,43.0
2018-07-26 00:00,11.2,14.3,13.2,40.5,43.0
2018-07-26 01:00,10.5,14.6,13.2,40.7,43.4
2018-07-26 02:00,10.7,14.2,13.3,40.5,43.4
2018-07-26 03:00,10.7,14.2,13.3,40.5,43.4
2018-07-26 04:00,10.7,14.4,13.3,40.7,43.4
2018-07-26 05:00,10.9,14.4,13.3,40.5,43.4
2018-07-26 06:00,10.9,14.0,12.7,40.5,43.4
2018-07-26 07:00,10.9,14.0,13.0,40.5,43.4
2018-07-26 08:00,10.5,14.5,13.0,40.5,42.5
2018-07-26 09:00,10.7,13.6,13.1,40.7,43.4
2018-07-26 10:00,11.1,13.9,12.7,38.3,45.7
2018-07-26 11:00,10.9,13.8,13.7,38.5,41.6
2018-07-26 12:00,10.5,13.3,12.7,40.2,43.4
2018-07-26 13:00,11.0,14.3,12.7,40.4,43.4
2018-07-26 14:00,10.8,14.2,12.6,40.7,43.4
2018-07-26 15:00,10.8,14.6,12.7,40.3,43.4
2018-07-26 16:00,10.8,14.2,12.6,40.1,43.4
2018-07-26 17:00,11.0,14.2,12.6,40.3,43.4
2018-07-26 18:00,10.3,14.3,12.6,40.3,41.6
2018-07-26 19:00,10.5,14.3,12.7,40.3,43.4
2018-07-26 20:00,10.7,14.3,12.7,40.3,44.0
2018-07-26 21:00,10.3,14.3,12.7,40.3,42.3
2018-07-26 22:00,10.5,14.0,12.7,40.3,42.3
2018-07-26 23:00,10.7,14.2,12.7,40.3,42.3
2018-07-27 00:00,10.5,14.2,12.7,40.3,42.3
2018-07-27 01:00,10.5,14.4,12.7,40.3,42.3
2018-07-27 02:00,10.7,14.0,13.0,40.3,42.3
2018-07-27 03:00,10.7,14.0,13.0,40.3,42.3
2018-07-27 04:00,10.7,14.2,13.0,40.3,42.3
2018-07-27 05:00,10.3,14.2,12.9,40.3,42.3
2018-07-27 06:00,10.3,14.3,13.1,39.7,42.3
2018-07-27 07:00,10.4,12.9,12.7,39.5,42.3
2018-07-27 08:00,10.4,14.0,13.1,39.5,41.3
2018-07-27 09:00,10.6,13.5,12.4,38.7,41.3
2018-07-27 10:00,10.3,13.2,12.6,39.0,41.7
2018-07-27 11:00,10.3,13.2,12.5,39.2,42.9
2018-07-27 12:00,10.8,13.8,12.7,39.8,42.9
2018-07-27 13:00,10.1,14.5,13.7,38.3,41.3
2018-07-27 14:00,10.7,13.6,12.9,39.8,42.3
2018-07-27 15:00,10.7,14.2,12.4,39.5,42.3
2018-07-27 16:00,10.3,14.4,13.0,39.8,42.3
2018-07-27 17:00,10.6,14.4,12.6,39.8,42.3
2018-07-27 18:00,10.7,14.2,12.9,39.8,42.7
2018-07-27 19:00,10.1,14.2,12.9,39.8,42.7
2018-07-27 20:00,10.4,14.4,12.9,39.8,42.7
2018-07-27 21:00,10.1,14.2,12.9,39.8,42.7
2018-07-27 22:00,10.4,14.3,12.9,39.8,42.7
2018-07-27 23:00,10.3,14.3,12.9,39.8,42.7
2018-07-28 00:00,10.5,14.3,12.4,39.8,42.7
2018-07-28 01:00,10.3,14.5,12.6,39.8,41.5
2018-07-28 02:00,10.1,13.9,12.6,40.1,41.5
2018-07-28 03:00,10.1,14.1,12.6,39.8,41.5
2018-07-28 04:00,10.3,14.1,12.6,39.8,41.5
2018-07-28 05:00,10.3,14.2,12.7,39.8,41.5
2018-07-28 06:00,10.4,14.2,12.7,39.8,41.5
2018-07-28 07:00,10.4,14.1,12.7,39.8,41.5
2018-07-28 08:00,10.4,13.7,12.7,39.8,41.5
2018-07-28 09:00,10.3,14.4,12.5,40.1,42.7
2018-07-28 10:00,10.3,14.1,12.5,39.9,42.2
2018-07-28 11:00,10.4,13.7,12.7,38.1,42.8
2018-07-28 12:00,10.4,14.2,12.5,39.5,42.2
2018-07-28 13:00,10.4,13.7,12.5,39.6,42.8
2018-07-28 14:00,10.4,14.1,12.5,40.2,42.2
2018-07-28 15:00,10.7,14.1,12.5,39.7,42.8
2018-07-28 16:00,10.7,14.1,12.3,39.7,42.2
2018-07-28 17:00,10.1,14.1,12.3,39.7,42.2
2018-07-28 18:00,9.9,14.1,12.4,39.3,42.8
2018-07-28 19:00,9.9,14.1,12.4,39.7,42.2
2018-07-28 20:00,10.2,14.1,12.4,39.7,42.8
2018-07-28 21:00,9.9,14.1,12.3,39.7,42.8
2018-07-28 22:00,10.1,14.1,12.3,39.9,42.2
2018-07-28 23:00,10.0,14.2,12.3,39.6,42.8
2018-07-29 00:00,10.0,14.2,12.5,39.9,42.8
2018-07-29 01:00,10.3,13.8,12.5,39.9,42.8
2018-07-29 02:00,10.1,14.1,12.5,39.6,42.8
2018-07-29 03:00,10.1,14.1,12.5,39.9,42.8
2018-07-29 04:00,9.6,14.1,12.5,39.6,42.8
2018-07-29 05:00,10.1,14.1,12.5,39.9,43.2
2018-07-29 06:00,9.8,14.1,12.7,39.6,42.8
2018-07-29 07:00,9.8,14.1,12.7,39.6,43.2
2018-07-29 08:00,9.8,14.2,12.7,39.9,43.2
2018-07-29 09:00,10.1,22.4,20.2,39.9,42.0
2018-07-29 10:00,10.1,29.7,29.2,39.9,42.1
2018-07-29 11:00,10.4,29.9,27.0,39.9,42.0
2018-07-29 12:00,10.0,29.9,25.7,39.9,42.0
2018-07-29 13:00,10.3,30.0,25.2,39.9,42.1
2018-07-29 14:00,10.3,30.3,25.1,40.2,42.0
2018-07-29 15:00,10.5,30.3,25.1,39.6,42.0
2018-07-29 16:00,10.8,30.3,24.8,40.4,42.0
2018-07-29 17:00,10.3,29.9,24.9,39.9,42.0
2018-07-29 18:00,11.0,30.1,24.5,39.5,42.0
2018-07-29 19:00,11.0,29.9,24.4,39.5,42.0
2018-07-29 20:00,11.0,29.6,24.4,39.5,42.0
2018-07-29 21:00,11.5,29.9,24.5,39.5,42.0
2018-07-29 22:00,11.9,29.7,24.3,39.5,42.0
2018-07-29 23:00,12.2,29.4,24.0,39.5,42.0
2018-07-30 00:00,12.1,29.5,23.9,39.5,42.0
2018-07-30 01:00,12.8,29.2,24.1,39.8,42.0
2018-07-30 02:00,12.7,29.4,23.9,39.8,42.0
2018-07-30 03:00,13.3,28.9,24.0,39.5,42.0
2018-07-30 04:00,13.5,29.2,23.7,39.5,42.0
2018-07-30 05:00,13.7,28.9,23.8,39.5,42.0
2018-07-30 06:00,14.0,28.9,23.5,39.5,42.6
2018-07-30 07:00,13.8,28.8,23.6,39.5,42.6
2018-07-30 08:00,14.1,28.8,23.3,39.4,42.6
2018-07-30 09:00,14.3,28.5,23.2,39.8,42.0
2018-07-30 10:00,14.5,28.7,23.1,39.8,42.6
2018-07-30 11:00,14.6,28.3,23.1,37.7,41.8
2018-07-30 12:00,14.7,27.4,23.2,38.0,41.8
2018-07-30 13:00,14.5,28.0,22.9,40.8,40.9
2018-07-30 14:00,14.8,27.8,22.8,40.1,42.6
2018-07-30 15:00,15.0,27.8,22.7,39.5,42.6
2018-07-30 16:00,14.8,27.7,22.5,40.1,42.6
2018-07-30 17:00,15.3,27.4,22.4,39.5,42.6
2018-07-30 18:00,15.0,27.3,22.5,39.5,40.9
2018-07-30 19:00,15.3,27.3,22.2,39.5,40.9
2018-07-30 20:00,15.4,27.4,22.3,39.5,40.9
2018-07-30 21:00,15.1,27.0,22.3,39.5,40.9
2018-07-30 22:00,15.3,27.1,22.0,40.1,40.9
2018-07-30 23:00,15.3,27.1,22.2,39.5,40.9
2018-07-31 00:00,15.7,26.9,22.4,40.1,40.9
2018-07-31 01:00,15.7,26.9,22.1,40.1,42.6
2018-07-31 02:00,15.7,27.0,22.2,39.5,40.9
2018-07-31 03:00,15.7,26.7,22.0,40.1,40.9
2018-07-31 04:00,15.9,26.8,22.0,40.1,40.9
2018-07-31 05:00,15.7,26.8,21.8,40.1,40.9
2018-07-31 06:00,15.4,26.6,21.8,40.1,40.9
2018-07-31 07:00,15.8,26.6,21.8,40.1,40.9
2018-07-31 08:00,15.6,26.6,21.9,40.1,40.9
2018-07-31 09:00,16.0,26.6,21.8,38.2,41.8
2018-07-31 10:00,16.4,26.4,21.7,39.8,42.1
2018-07-31 11:00,15.9,25.7,21.3,40.1,41.7
2018-07-31 12:00,15.6,25.9,21.1,39.7,41.3
2018-07-31 13:00,15.5,26.0,21.1,39.6,42.2
2018-07-31 14:00,15.9,25.6,20.9,40.1,40.9
2018-07-31 15:00,15.9,25.5,20.9,39.5,41.3
2018-07-31 16:00,15.7,25.4,21.0,39.8,39.6
2018-07-31 17:00,15.7,25.2,20.7,39.5,41.3
2018-07-31 18:00,15.7,25.2,21.0,39.5,41.3
2018-07-31 19:00,15.7,25.1,20.8,40.1,41.3
2018-07-31 20:00,15.7,25.0,20.8,40.1,41.3
2018-07-31 21:00,15.4,25.1,20.8,40.1,42.2
2018-07-31 22:00,15.8,25.1,20.5,39.5,42.2
2018-07-31 23:00,15.7,25.2,20.6,40.1,42.2
2018-08-01 00:00,15.7,24.8,20.6,40.1,42.6
2018-08-01 01:00,15.7,24.9,20.4,40.1,42.6
2018-08-01 02:00,15.7,24.9,20.5,40.1,42.6
2018-08-01 03:00,15.7,24.7,20.5,40.1,41.5
2018-08-01 04:00,15.9,24.8,20.2,40.1,42.6
2018-08-01 05:00,15.4,24.8,20.2,40.1,41.5
2018-08-01 06:00,15.6,24.8,20.2,40.1,42.6
2018-08-01 07:00,15.4,24.5,20.2,39.3,41.5
2018-08-01 08:00,15.7,24.9,20.3,38.9,41.2
2018-08-01 09:00,15.7,24.8,20.0,38.9,42.1
2018-08-01 10:00,15.5,24.5,20.1,40.5,41.5
2018-08-01 11:00,15.7,24.0,19.8,39.3,41.5
2018-08-01 12:00,16.1,23.4,19.4,37.9,41.5
2018-08-01 13:00,15.2,24.0,19.8,40.1,41.5
2018-08-01 14:00,15.1,23.6,19.8,39.5,41.5
2018-08-01 15:00,15.4,23.6,19.3,40.0,42.1
2018-08-01 16:00,15.0,23.7,19.6,40.0,40.6
2018-08-01 17:00,15.1,23.4,19.6,40.0,41.5
2018-08-01 18:00,14.7,23.5,19.4,40.0,42.1
2018-08-01 19:00,14.9,23.2,19.4,40.0,42.1
2018-08-01 20:00,14.9,23.4,19.4,40.0,42.1
2018-08-01 21:00,15.1,23.2,19.4,40.0,42.1
2018-08-01 22:00,14.9,23.3,19.4,40.0,42.1
2018-08-01 23:00,15.0,23.4,19.5,40.0,42.1
2018-08-02 00:00,15.0,23.4,19.1,40.0,42.1
2018-08-02 01:00,15.0,23.1,19.4,40.0,42.1
2018-08-02 02:00,15.0,23.1,19.2,40.0,42.1
2018-08-02 03:00,15.0,23.1,19.2,40.0,42.1
2018-08-02 04:00,15.2,23.2,19.3,40.1,42.1
2018-08-02 05:00,15.0,22.9,19.3,40.1,42.1
2018-08-02 06:00,15.0,22.9,19.5,40.1,42.1
2018-08-02 07:00,15.0,23.1,19.2,35.7,40.4
2018-08-02 08:00,15.6,22.9,18.9,37.7,41.2
2018-08-02 09:00,14.6,23.1,19.2,37.7,40.4
2018-08-02 10:00,14.6,22.0,18.8,38.6,40.6
2018-08-02 11:00,16.2,22.1,18.8,40.8,40.8
2018-08-02 12:00,14.6,22.6,18.8,39.8,40.4
2018-08-02 13:00,14.6,22.6,18.8,38.1,40.8
2018-08-02 14:00,14.6,22.6,18.5,39.8,41.6
2018-08-02 15:00,14.2,22.2,18.9,39.8,40.8
2018-08-02 16:00,14.6,22.3,18.4,39.8,40.8
2018-08-02 17:00,14.7,22.3,18.5,39.8,40.8
2018-08-02 18:00,14.1,22.3,18.7,39.8,40.8
2018-08-02 19:00,14.3,22.4,18.7,39.8,40.8
2018-08-02 20:00,14.3,22.1,18.7,39.8,40.8
2018-08-02 21:00,14.5,22.2,18.7,39.8,40.8
2018-08-02 22:00,14.5,22.2,18.7,39.8,40.8
2018-08-02 23:00,14.5,22.2,18.7,39.8,40.8
2018-08-03 00:00,14.1,22.3,18.5,39.8,40.8
2018-08-03 01:00,14.4,22.3,18.5,39.8,40.8
2018-08-03 02:00,14.4,22.3,18.5,39.8,40.8
2018-08-03 03:00,14.1,21.9,18.6,39.8,40.8
2018-08-03 04:00,14.1,21.9,18.2,39.8,40.8
2018-08-03 05:00,14.1,21.9,18.3,39.8,40.8
2018-08-03 06:00,14.1,22.1,18.3,39.8,40.8
2018-08-03 07:00,14.1,21.5,18.3,38.2,40.8
2018-08-03 08:00,14.1,21.6,18.5,37.7,40.3
2018-08-03 09:00,14.4,21.2,18.3,38.4,40.8
2018-08-03 10:00,14.1,21.3,18.0,37.2,40.9
2018-08-03 11:00,14.1,21.1,18.0,39.4,40.9
2018-08-03 12:00,13.7,21.8,17.6,38.3,40.6
2018-08-03 13:00,13.7,21.2,17.7,38.5,42.2
2018-08-03 14:00,13.9,21.2,17.7,39.8,41.4
2018-08-03 15:00,13.9,21.1,17.7,39.8,40.7
2018-08-03 16:00,13.5,21.0,17.4,39.8,40.7
2018-08-03 17:00,13.6,20.9,17.6,39.8,40.7
2018-08-03 18:00,13.2,20.9,17.6,39.8,40.7
2018-08-03 19:00,13.4,21.0,17.6,39.8,40.7
2018-08-03 20:00,13.6,21.0,17.6,39.8,40.7
2018-08-03 21:00,13.4,21.0,17.6,39.8,41.3
2018-08-03 22:00,13.6,20.9,17.6,39.8,40.7
2018-08-03 23:00,13.6,20.6,17.7,39.7,40.7
2018-08-04 00:00,13.2,20.6,17.4,40.2,40.7
2018-08-04 01:00,13.2,20.7,17.4,39.8,40.7
2018-08-04 02:00,13.2,20.7,17.6,39.7,40.7
2018-08-04 03:00,13.3,20.9,17.6,39.7,40.7
2018-08-04 04:00,13.6,20.9,17.7,39.7,40.7
2018-08-04 05:00,13.6,20.6,17.2,39.7,40.7
2018-08-04 06:00,13.6,20.5,17.2,40.0,40.7
2018-08-04 07:00,13.1,20.4,17.4,40.4,41.3
2018-08-04 08:00,13.3,19.9,17.4,38.7,39.6
2018-08-04 09:00,13.4,20.4,17.2,37.7,40.7
2018-08-04 10:00,13.0,20.0,17.6,39.8,39.6
2018-08-04 11:00,13.0,19.9,17.2,41.1,39.6
2018-08-04 12:00,12.6,20.2,16.8,39.8,40.5
2018-08-04 13:00,13.2,19.8,16.6,38.7,37.8
2018-08-04 14:00,12.9,19.7,16.9,39.8,39.7
2018-08-04 15:00,13.1,19.6,16.9,39.7,40.7
2018-08-04 16:00,12.5,19.4,16.4,39.7,40.7
2018-08-04 17:00,13.1,19.3,16.8,39.7,40.7
2018-08-04 18:00,12.7,19.4,16.8,39.7,40.7
2018-08-04 19:00,12.9,19.5,16.8,39.7,40.7
2018-08-04 20:00,13.1,19.2,16.8,39.7,39.5
2018-08-04 21:00,12.7,19.0,16.8,39.7,40.7
2018-08-04 22:00,12.7,19.3,16.5,40.0,40.7
2018-08-04 23:00,12.5,19.1,16.6,39.7,40.7
2018-08-05 00:00,12.2,19.5,16.6,40.0,39.5
2018-08-05 01:00,12.2,19.0,16.7,39.7,39.5
2018-08-05 02:00,12.2,19.1,16.7,39.7,39.5
2018-08-05 03:00,12.5,18.9,16.2,39.7,39.5
2018-08-05 04:00,12.5,19.2,16.4,39.7,39.5
2018-08-05 05:00,12.5,19.0,16.4,39.7,39.5
2018-08-05 06:00,12.5,19.0,16.4,39.7,39.5
2018-08-05 07:00,12.2,18.9,16.4,39.7,39.5
2018-08-05 08:00,12.2,18.7,16.4,40.0,39.5
2018-08-05 09:00,12.6,18.9,16.2,39.5,39.5
2018-08-05 10:00,12.0,19.0,16.3,40.3,39.5
2018-08-05 11:00,11.8,17.9,16.6,38.1,41.0
2018-08-05 12:00,12.3,19.0,15.7,39.7,39.8
2018-08-05 13:00,12.4,18.3,16.0,40.0,38.9
2018-08-05 14:00,12.4,18.1,16.1,40.0,38.9
2018-08-05 15:00,12.7,18.5,16.0,39.7,38.9
2018-08-05 16:00,12.4,18.1,16.0,39.5,39.3
2018-08-05 17:00,12.0,18.2,15.8,39.8,40.2
2018-08-05 18:00,12.3,18.2,15.8,39.5,40.2
2018-08-05 19:00,12.2,18.0,16.1,39.7,40.2
2018-08-05 20:00,12.4,18.0,15.8,39.5,40.7
2018-08-05 21:00,12.2,18.2,16.1,39.5,40.7
2018-08-05 22:00,12.2,18.2,15.8,39.5,40.7
2018-08-05 23:00,12.2,18.3,15.9,39.8,40.7
2018-08-06 00:00,12.3,18.3,15.7,39.8,39.7
2018-08-06 01:00,12.3,18.3,15.7,39.5,39.7
2018-08-06 02:00,12.3,17.9,15.7,39.5,39.7
2018-08-06 03:00,12.3,17.9,15.7,39.5,39.7
2018-08-06 04:00,12.3,17.9,15.9,39.5,39.7
2018-08-06 05:00,12.3,17.9,15.9,39.8,39.7
2018-08-06 06:00,11.7,18.0,15.9,39.5,39.7
2018-08-06 07:00,12.3,18.0,15.9,39.5,39.7
2018-08-06 08:00,12.3,17.7,15.6,40.4,38.8
2018-08-06 09:00,12.2,17.9,15.8,38.8,38.8
2018-08-06 10:00,12.2,16.8,15.8,39.6,39.0
2018-08-06 11:00,11.9,18.6,15.1,38.0,39.6
2018-08-06 12:00,12.0,17.2,15.1,38.7,41.2
2018-08-06 13:00,12.2,17.4,15.2,39.8,40.0
2018-08-06 14:00,12.1,16.8,15.2,39.8,40.0
2018-08-06 15:00,12.3,17.1,15.4,40.4,39.0
2018-08-06 16:00,12.3,17.1,15.4,39.5,39.0
2018-08-06 17:00,11.9,16.9,15.0,39.5,39.0
2018-08-06 18:00,11.5,17.2,15.0,40.7,39.0
2018-08-06 19:00,12.1,17.4,15.0,39.5,39.0
2018-08-06 20:00,11.8,17.4,15.0,39.5,39.0
2018-08-06 21:00,12.0,17.4,15.0,40.4,39.0
2018-08-06 22:00,12.0,17.1,15.4,39.8,39.0
2018-08-06 23:00,11.9,16.9,15.4,40.7,37.9
2018-08-07 00:00,11.9,16.9,15.4,39.3,38.3
2018-08-07 01:00,11.7,16.9,15.4,39.5,38.3
2018-08-07 02:00,11.8,17.1,15.2,40.4,38.3
2018-08-07 03:00,11.7,17.0,14.8,39.5,38.3
2018-08-07 04:00,11.7,17.0,15.0,40.2,38.3
2018-08-07 05:00,11.3,17.0,15.0,40.2,38.3
2018-08-07 06:00,11.5,17.0,15.0,39.3,38.3
2018-08-07 07:00,11.7,17.1,15.0,40.2,38.3
2018-08-07 08:00,11.4,16.6,15.0,39.7,38.3
2018-08-07 09:00,11.9,16.6,15.0,40.2,38.3
2018-08-07 10:00,11.9,16.6,15.0,40.5,38.3
2018-08-07 11:00,11.9,17.1,14.8,36.9,38.9
2018-08-07 12:00,11.9,16.8,14.8,39.7,38.7
2018-08-07 13:00,12.5,16.8,14.5,40.5,39.3
2018-08-07 14:00,11.7,16.8,14.8,40.5,41.6
2018-08-07 15:00,12.2,16.8,14.5,40.2,39.3
2018-08-07 16:00,12.2,16.6,14.5,40.2,39.3
2018-08-07 17:00,11.6,16.6,14.9,39.3,37.6
2018-08-07 18:00,11.6,16.6,14.8,40.2,38.3
2018-08-07 19:00,11.6,16.6,14.9,39.7,38.3
2018-08-07 20:00,11.7,16.6,14.8,40.2,38.3
2018-08-07 21:00,11.7,16.6,14.9,40.2,38.3
2018-08-07 22:00,11.9,16.4,14.9,40.2,38.3
2018-08-07 23:00,11.5,16.5,14.9,40.2,38.3
2018-08-08 00:00,11.7,16.5,14.9,40.2,38.3
2018-08-08 01:00,11.7,16.7,14.9,40.2,38.3
2018-08-08 02:00,11.7,16.7,15.1,40.5,38.3
2018-08-08 03:00,11.7,16.3,14.8,40.2,38.3
2018-08-08 04:00,11.9,16.5,14.8,40.5,38.3
2018-08-08 05:00,11.6,16.5,14.7,40.2,38.3
2018-08-08 06:00,11.6,16.5,14.7,40.2,38.3
2018-08-08 07:00,11.6,16.3,15.3,40.0,38.8
2018-08-08 08:00,11.5,16.3,14.5,39.7,37.7
2018-08-08 09:00,11.9,15.6,14.7,40.5,37.7
2018-08-08 10:00,11.7,16.4,14.4,38.4,37.2
2018-08-08 11:00,11.6,15.8,14.2,38.8,38.1
2018-08-08 12:00,11.8,15.7,14.2,37.9,38.0
2018-08-08 13:00,11.8,16.1,14.3,40.0,38.0
2018-08-08 14:00,11.7,15.9,14.5,40.5,37.6
2018-08-08 15:00,11.7,16.1,14.2,40.2,37.5
2018-08-08 16:00,11.7,16.1,14.2,39.3,37.5
2018-08-08 17:00,11.8,16.2,14.3,39.3,38.1
2018-08-08 18:00,11.8,16.2,14.3,39.8,36.5
2018-08-08 19:00,11.7,15.8,14.2,40.2,36.5
2018-08-08 20:00,11.7,15.8,14.2,40.4,36.5
2018-08-08 21:00,11.8,16.2,14.3,40.2,36.5
2018-08-08 22:00,11.4,16.0,14.3,39.3,36.9
2018-08-08 23:00,11.6,16.2,14.3,40.2,36.5
2018-08-09 00:00,11.2,16.1,14.3,40.5,36.5
2018-08-09 01:00,11.2,16.3,14.0,40.5,36.9
2018-08-09 02:00,11.5,15.8,14.0,39.7,36.9
2018-08-09 03:00,11.5,15.8,14.2,40.5,36.9
2018-08-09 04:00,11.7,15.7,14.2,40.2,36.9
2018-08-09 05:00,11.4,15.7,14.2,40.5,36.9
2018-08-09 06:00,11.3,15.8,14.3,40.2,36.9
2018-08-09 07:00,11.5,15.6,13.7,39.8,37.7
2018-08-09 08:00,11.4,15.4,14.3,41.0,37.7
2018-08-09 09:00,11.3,15.3,14.0,40.5,36.7
2018-08-09 10:00,11.4,15.7,13.3,39.8,37.3
2018-08-09 11:00,11.4,14.6,13.6,40.4,36.8
2018-08-09 12:00,11.7,15.4,13.7,38.7,36.7
