#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2227: Shaw Nature Reserve, MO
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration  Base Data  Measurement Units  Sensor Depth  Element Code  Description                       
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -2            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -4            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -8            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -20           SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -40           SMS           Percent volumetric soil moisture  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Shaw Nature Reserve (2227) 
# Missouri  SCAN Site - 590 ft
# Reporting Frequency: Hourly; Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# As of: Jan 24, 2019 8:12:48 PM GMT-08:00
#
Date,Shaw Nature Reserve (2227) Soil Moisture Percent -2in (pct),Shaw Nature Reserve (2227) Soil Moisture Percent -4in (pct),Shaw Nature Reserve (2227) Soil Moisture Percent -8in (pct),Shaw Nature Reserve (2227) Soil Moisture Percent -20in (pct),Shaw Nature Reserve (2227) Soil Moisture Percent -40in (pct)
2018-07-16 23:00,9.3,15.6,20.4,31.7,38.3
2018-07-17 00:00,9.0,15.6,20.4,31.4,38.3
2018-07-17 01:00,9.0,15.7,20.4,31.7,38.3
2018-07-17 02:00,9.1,15.7,20.4,31.7,38.3
2018-07-17 03:00,9.1,15.7,20.5,31.7,38.3
2018-07-17 04:00,9.1,15.9,20.1,31.4,38.3
2018-07-17 05:00,9.1,15.9,20.1,31.7,38.3
2018-07-17 06:00,8.9,15.7,20.1,31.4,38.3
2018-07-17 07:00,8.9,15.5,20.3,31.4,38.3
2018-07-17 08:00,8.9,15.7,20.1,31.7,38.3
2018-07-17 09:00,9.1,15.8,19.9,31.3,39.1
2018-07-17 10:00,9.0,15.4,20.2,31.7,38.0
2018-07-17 11:00,9.1,15.6,20.0,31.3,38.4
2018-07-17 12:00,9.0,15.7,20.1,31.5,37.4
2018-07-17 13:00,9.0,15.5,20.1,31.1,35.9
2018-07-17 14:00,8.2,15.7,20.2,30.5,38.0
2018-07-17 15:00,9.0,16.0,19.7,30.9,38.3
2018-07-17 16:00,9.0,15.5,20.1,31.0,38.4
2018-07-17 17:00,8.7,15.4,19.7,31.0,38.4
2018-07-17 18:00,8.8,15.4,19.8,30.6,37.9
2018-07-17 19:00,8.8,15.4,19.8,30.6,38.3
2018-07-17 20:00,8.9,15.3,19.8,30.6,38.3
2018-07-17 21:00,8.6,15.3,19.8,31.4,37.4
2018-07-17 22:00,8.9,15.5,19.8,31.2,38.1
2018-07-17 23:00,8.9,15.1,19.8,31.4,37.4
2018-07-18 00:00,8.9,15.2,19.8,31.2,38.1
2018-07-18 01:00,8.9,15.2,19.8,31.2,38.1
2018-07-18 02:00,8.7,15.1,19.9,31.2,37.9
2018-07-18 03:00,8.7,15.2,19.9,31.2,38.1
2018-07-18 04:00,8.7,15.2,19.9,31.2,38.1
2018-07-18 05:00,8.5,15.0,19.9,31.2,38.1
2018-07-18 06:00,8.9,15.0,20.0,31.2,38.1
2018-07-18 07:00,8.5,15.2,20.0,31.2,38.1
2018-07-18 08:00,8.9,15.3,19.9,31.2,38.1
2018-07-18 09:00,8.7,15.3,19.4,31.2,38.1
2018-07-18 10:00,8.7,15.2,19.8,30.5,39.2
2018-07-18 11:00,8.6,14.9,19.3,31.4,37.4
2018-07-18 12:00,8.9,14.9,19.6,30.9,37.0
2018-07-18 13:00,8.9,14.7,19.3,30.7,38.0
2018-07-18 14:00,8.7,14.9,19.5,30.4,37.6
2018-07-18 15:00,8.8,15.0,19.6,30.2,37.7
2018-07-18 16:00,8.7,15.2,19.5,30.4,37.7
2018-07-18 17:00,8.7,14.7,19.5,30.4,37.8
2018-07-18 18:00,8.8,14.9,19.5,30.4,38.1
2018-07-18 19:00,8.6,14.9,19.5,30.4,38.3
2018-07-18 20:00,9.0,14.9,19.6,30.4,38.3
2018-07-18 21:00,8.7,15.0,19.6,30.4,38.3
2018-07-18 22:00,8.7,14.7,19.8,30.4,38.3
2018-07-18 23:00,8.4,15.0,19.5,31.1,38.3
2018-07-19 00:00,8.7,14.7,19.0,30.4,38.3
2018-07-19 01:00,8.7,14.8,19.3,31.1,38.3
2018-07-19 02:00,8.7,14.8,19.3,30.9,38.3
2018-07-19 03:00,8.7,14.8,19.1,30.9,37.7
2018-07-19 04:00,8.7,14.8,19.1,31.1,38.3
2018-07-19 05:00,8.7,14.9,19.1,30.9,37.7
2018-07-19 06:00,8.7,14.9,19.1,30.9,37.7
2018-07-19 07:00,8.3,14.4,19.1,30.9,37.7
2018-07-19 08:00,8.3,14.6,19.3,30.9,37.7
2018-07-19 09:00,8.7,14.8,19.2,30.4,37.7
2018-07-19 10:00,8.7,14.6,19.4,30.5,39.2
2018-07-19 11:00,8.5,14.8,19.0,30.2,37.7
2018-07-19 12:00,8.5,14.5,19.3,30.4,37.7
2018-07-19 13:00,8.7,14.8,19.2,30.4,37.7
2018-07-19 14:00,8.5,14.5,19.1,30.3,37.2
2018-07-19 15:00,8.4,14.1,18.9,30.6,37.9
2018-07-19 16:00,8.9,14.4,19.0,30.1,38.0
2018-07-19 17:00,8.3,14.4,19.1,30.1,38.0
2018-07-19 18:00,8.5,14.4,19.1,30.1,37.7
2018-07-19 19:00,8.3,14.4,19.1,30.1,37.7
2018-07-19 20:00,8.2,14.4,19.1,30.1,37.7
2018-07-19 21:00,8.2,14.4,19.0,30.6,38.0
2018-07-19 22:00,8.1,14.5,19.0,30.6,38.0
2018-07-19 23:00,8.1,14.5,19.1,30.6,38.0
2018-07-20 00:00,8.0,14.5,19.1,30.6,38.0
2018-07-20 01:00,8.2,14.3,19.1,30.6,38.0
2018-07-20 02:00,8.0,14.3,18.8,30.6,38.0
2018-07-20 03:00,8.0,14.3,18.8,30.6,38.0
2018-07-20 04:00,8.0,14.5,18.8,30.6,38.0
2018-07-20 05:00,8.0,14.5,18.8,30.6,38.0
2018-07-20 06:00,8.0,14.6,18.9,30.6,38.0
2018-07-20 07:00,8.0,14.6,18.9,30.6,38.0
2018-07-20 08:00,8.0,14.6,19.1,30.6,38.0
2018-07-20 09:00,8.2,14.3,18.6,30.9,37.6
2018-07-20 10:00,8.4,14.5,20.1,30.4,37.6
2018-07-20 11:00,8.2,14.0,18.6,29.8,37.1
2018-07-20 12:00,8.4,13.9,18.4,29.1,37.5
2018-07-20 13:00,8.4,14.4,18.3,29.8,37.5
2018-07-20 14:00,8.6,14.3,18.4,29.7,37.5
2018-07-20 15:00,8.6,14.5,17.6,29.7,37.7
2018-07-20 16:00,8.0,14.3,18.1,29.6,38.7
2018-07-20 17:00,8.6,14.2,18.4,29.9,38.1
2018-07-20 18:00,8.2,14.2,18.3,29.9,38.1
2018-07-20 19:00,8.2,14.3,18.5,29.9,38.1
2018-07-20 20:00,8.2,14.0,18.3,29.9,38.1
2018-07-20 21:00,8.0,13.8,18.3,29.9,38.1
2018-07-20 22:00,7.8,13.9,18.5,29.6,37.3
2018-07-20 23:00,7.8,14.1,18.5,29.6,37.3
2018-07-21 00:00,7.8,13.8,18.5,29.6,37.3
2018-07-21 01:00,8.0,14.1,18.5,29.6,37.3
2018-07-21 02:00,7.8,13.9,18.5,29.6,37.3
2018-07-21 03:00,7.8,13.9,18.6,29.5,37.3
2018-07-21 04:00,7.8,14.1,18.6,29.5,37.3
2018-07-21 05:00,8.0,14.1,18.4,29.5,37.3
2018-07-21 06:00,8.0,14.2,18.4,30.0,37.3
2018-07-21 07:00,8.0,13.9,18.1,29.5,37.3
2018-07-21 08:00,8.0,13.9,18.2,29.6,37.3
2018-07-21 09:00,8.0,13.7,18.2,29.2,38.1
2018-07-21 10:00,8.2,13.7,18.1,31.5,37.4
2018-07-21 11:00,7.9,13.6,18.1,29.0,36.6
2018-07-21 12:00,7.8,13.3,17.2,29.5,36.6
2018-07-21 13:00,7.8,13.6,18.0,29.5,37.7
2018-07-21 14:00,8.0,13.4,18.0,29.3,37.4
2018-07-21 15:00,7.6,13.5,17.8,27.6,36.6
2018-07-21 16:00,8.3,13.8,18.0,29.0,37.2
2018-07-21 17:00,7.6,13.8,17.5,29.0,37.4
2018-07-21 18:00,7.8,13.4,18.0,29.7,37.4
2018-07-21 19:00,8.0,13.7,18.0,29.0,37.4
2018-07-21 20:00,8.0,13.5,18.0,29.5,37.4
2018-07-21 21:00,8.0,13.5,18.0,29.5,37.4
2018-07-21 22:00,8.0,13.5,18.0,29.5,37.4
2018-07-21 23:00,7.5,13.3,17.5,29.3,37.4
2018-07-22 00:00,8.1,13.3,17.5,29.3,37.4
2018-07-22 01:00,7.1,13.5,17.5,29.0,37.1
2018-07-22 02:00,7.1,13.5,17.6,29.3,37.4
2018-07-22 03:00,7.4,13.1,17.6,29.0,37.4
2018-07-22 04:00,7.4,13.1,17.6,29.3,37.4
2018-07-22 05:00,7.4,13.1,17.6,29.0,37.4
2018-07-22 06:00,7.4,13.3,17.8,29.3,37.4
2018-07-22 07:00,7.4,13.3,17.8,29.0,37.4
2018-07-22 08:00,7.4,13.1,17.5,29.3,37.1
2018-07-22 09:00,7.4,13.1,17.5,29.3,37.4
2018-07-22 10:00,7.4,13.1,17.3,29.4,38.5
2018-07-22 11:00,7.4,13.1,17.7,29.5,37.4
2018-07-22 12:00,7.8,13.1,17.1,29.0,37.0
2018-07-22 13:00,7.5,13.0,18.1,29.2,36.9
2018-07-22 14:00,7.3,12.2,16.9,28.7,36.0
2018-07-22 15:00,7.4,12.7,17.7,28.2,36.1
2018-07-22 16:00,7.3,13.1,17.5,29.2,37.4
2018-07-22 17:00,7.6,13.0,17.5,29.2,37.4
2018-07-22 18:00,7.6,13.0,17.5,29.2,37.1
2018-07-22 19:00,7.8,13.0,17.5,29.2,37.4
2018-07-22 20:00,7.8,13.0,17.5,29.2,37.6
2018-07-22 21:00,7.7,13.1,17.5,29.2,37.6
2018-07-22 22:00,7.5,13.1,17.5,29.2,37.6
2018-07-22 23:00,7.5,13.2,17.5,29.2,37.6
2018-07-23 00:00,7.5,13.2,17.5,29.2,37.6
2018-07-23 01:00,7.8,12.7,17.5,29.2,37.6
2018-07-23 02:00,7.8,12.9,17.3,29.2,37.6
2018-07-23 03:00,7.8,12.9,17.5,29.2,36.7
2018-07-23 04:00,7.1,12.9,17.2,29.2,37.6
2018-07-23 05:00,7.3,12.9,17.2,29.2,36.7
2018-07-23 06:00,7.1,12.8,17.2,29.2,36.7
2018-07-23 07:00,7.3,13.0,17.4,29.2,37.6
2018-07-23 08:00,7.1,12.8,17.4,29.2,37.6
2018-07-23 09:00,7.4,12.7,16.9,29.2,37.0
2018-07-23 10:00,7.8,13.8,17.0,28.7,36.9
2018-07-23 11:00,7.6,12.8,17.3,28.5,36.9
2018-07-23 12:00,7.4,12.7,17.1,28.9,36.9
2018-07-23 13:00,7.6,12.9,17.5,28.5,35.4
2018-07-23 14:00,7.8,12.5,16.6,29.3,36.5
2018-07-23 15:00,7.8,12.7,17.2,28.8,37.0
2018-07-23 16:00,6.9,12.7,17.0,28.2,36.2
2018-07-23 17:00,7.6,12.5,17.0,28.2,37.9
2018-07-23 18:00,7.6,12.7,16.7,28.2,37.0
2018-07-23 19:00,7.2,12.5,17.0,28.2,37.0
2018-07-23 20:00,7.6,12.5,17.0,28.9,37.0
2018-07-23 21:00,7.4,12.7,17.0,28.8,37.0
2018-07-23 22:00,7.4,12.7,17.0,28.9,37.0
2018-07-23 23:00,7.4,12.9,17.0,28.8,37.0
2018-07-24 00:00,7.0,12.5,17.0,28.8,37.0
2018-07-24 01:00,6.7,12.5,17.1,28.8,37.0
2018-07-24 02:00,7.4,12.6,17.1,28.8,37.0
2018-07-24 03:00,7.4,12.6,16.8,28.8,37.0
2018-07-24 04:00,7.4,12.6,16.8,28.8,37.0
2018-07-24 05:00,7.4,12.3,16.9,28.8,37.0
2018-07-24 06:00,7.4,12.4,16.9,28.8,37.0
2018-07-24 07:00,7.4,12.2,16.9,28.8,37.0
2018-07-24 08:00,7.4,12.2,17.1,28.8,37.0
2018-07-24 09:00,7.4,12.0,16.9,29.0,37.0
2018-07-24 10:00,7.1,12.4,16.7,28.6,35.8
2018-07-24 11:00,7.6,12.2,16.2,28.9,36.7
2018-07-24 12:00,6.9,12.0,17.3,27.0,37.0
2018-07-24 13:00,7.4,12.1,16.5,27.8,36.0
2018-07-24 14:00,7.5,12.6,16.6,28.0,36.8
2018-07-24 15:00,7.3,12.1,16.4,27.5,36.2
2018-07-24 16:00,7.8,12.5,16.7,27.7,37.5
2018-07-24 17:00,7.1,12.5,16.4,28.2,36.6
2018-07-24 18:00,6.9,12.5,17.0,28.2,36.6
2018-07-24 19:00,7.1,12.1,16.7,28.0,36.6
2018-07-24 20:00,6.7,12.1,16.7,28.0,36.6
2018-07-24 21:00,6.9,12.2,16.7,27.6,36.6
2018-07-24 22:00,6.6,12.2,16.9,28.0,36.6
2018-07-24 23:00,6.6,12.2,16.9,28.0,36.8
2018-07-25 00:00,6.9,12.2,16.4,28.0,36.8
2018-07-25 01:00,6.5,12.0,16.5,28.0,36.8
2018-07-25 02:00,6.7,12.2,16.5,27.6,36.8
2018-07-25 03:00,6.5,12.2,16.5,28.0,36.8
2018-07-25 04:00,6.3,11.7,16.5,28.4,36.8
2018-07-25 05:00,6.2,11.8,16.5,28.4,36.8
2018-07-25 06:00,6.5,11.8,16.3,28.8,36.8
2018-07-25 07:00,6.5,12.0,16.3,28.1,36.8
2018-07-25 08:00,6.5,11.7,16.1,28.1,36.8
2018-07-25 09:00,6.7,12.0,16.4,28.0,36.8
2018-07-25 10:00,6.9,11.8,15.7,28.2,36.7
2018-07-25 11:00,6.9,12.0,16.2,28.0,36.8
2018-07-25 12:00,7.2,12.0,16.2,27.8,36.0
2018-07-25 13:00,6.6,11.9,15.7,27.5,35.7
2018-07-25 14:00,6.9,11.8,15.9,26.7,37.2
2018-07-25 15:00,7.2,12.0,15.7,27.9,36.0
2018-07-25 16:00,6.8,12.0,16.1,27.9,37.4
2018-07-25 17:00,6.7,12.0,16.2,27.9,37.4
2018-07-25 18:00,6.7,12.0,15.6,27.9,36.8
2018-07-25 19:00,6.9,12.0,16.2,27.9,36.8
2018-07-25 20:00,6.6,11.6,16.2,27.9,36.4
2018-07-25 21:00,6.9,11.6,16.2,27.9,36.4
2018-07-25 22:00,6.5,11.5,15.7,27.9,36.4
2018-07-25 23:00,6.7,11.7,15.7,27.9,36.4
2018-07-26 00:00,6.7,11.3,15.9,27.9,36.4
2018-07-26 01:00,6.0,11.5,15.9,27.7,36.4
2018-07-26 02:00,6.0,11.4,15.9,27.7,36.4
2018-07-26 03:00,6.0,11.4,15.9,27.7,36.4
2018-07-26 04:00,6.0,11.7,16.0,27.7,36.4
2018-07-26 05:00,6.3,11.7,16.0,27.7,36.4
2018-07-26 06:00,6.1,11.3,15.7,27.7,36.4
2018-07-26 07:00,6.1,11.3,16.0,27.7,36.4
2018-07-26 08:00,6.3,11.3,15.8,27.7,36.4
2018-07-26 09:00,6.9,11.3,16.0,27.5,36.4
2018-07-26 10:00,6.6,11.8,15.8,27.7,36.6
2018-07-26 11:00,6.4,11.4,15.8,27.5,36.0
2018-07-26 12:00,6.9,11.6,16.0,28.2,37.1
2018-07-26 13:00,6.2,11.4,16.0,28.1,36.7
2018-07-26 14:00,6.2,11.4,16.0,28.1,36.7
2018-07-26 15:00,6.5,11.4,15.8,28.1,36.3
2018-07-26 16:00,6.5,11.4,15.8,28.1,36.7
2018-07-26 17:00,6.5,11.2,15.8,28.1,37.1
2018-07-26 18:00,6.5,11.4,15.6,28.1,36.3
2018-07-26 19:00,6.5,11.4,15.6,27.9,37.1
2018-07-26 20:00,6.5,11.4,15.6,27.9,36.7
2018-07-26 21:00,6.7,11.4,15.6,28.1,37.1
2018-07-26 22:00,6.7,11.4,15.6,27.9,37.1
2018-07-26 23:00,6.3,11.6,15.8,27.9,37.1
2018-07-27 00:00,6.0,11.5,15.8,27.9,36.3
2018-07-27 01:00,6.0,11.4,15.8,27.9,37.1
2018-07-27 02:00,6.0,11.5,15.8,27.9,36.3
2018-07-27 03:00,6.4,11.5,15.8,27.9,36.3
2018-07-27 04:00,6.4,11.5,15.9,27.9,37.1
2018-07-27 05:00,6.4,11.0,15.4,27.9,36.3
2018-07-27 06:00,6.4,11.2,15.9,27.9,36.3
2018-07-27 07:00,6.4,11.2,15.4,27.9,36.3
2018-07-27 08:00,6.4,11.2,15.4,27.9,37.1
2018-07-27 09:00,6.7,11.2,15.6,27.9,36.4
2018-07-27 10:00,6.1,10.8,15.4,28.3,36.4
2018-07-27 11:00,6.1,11.2,15.7,27.9,36.2
2018-07-27 12:00,6.7,11.5,15.7,27.6,36.3
2018-07-27 13:00,6.2,11.4,15.7,28.1,36.3
2018-07-27 14:00,6.9,11.3,15.3,27.9,35.5
2018-07-27 15:00,6.2,11.2,15.1,28.0,36.1
2018-07-27 16:00,6.7,11.4,15.7,27.5,35.5
2018-07-27 17:00,6.5,11.1,15.4,27.6,36.4
2018-07-27 18:00,6.4,11.6,15.4,27.6,36.4
2018-07-27 19:00,6.4,11.4,15.3,27.6,36.4
2018-07-27 20:00,6.3,11.6,15.3,27.6,36.4
2018-07-27 21:00,6.3,11.2,15.6,27.6,36.4
2018-07-27 22:00,6.0,11.2,15.3,27.6,36.4
2018-07-27 23:00,6.0,11.4,15.3,27.6,36.4
2018-07-28 00:00,6.2,11.2,15.4,27.6,36.4
2018-07-28 01:00,6.0,11.2,15.4,27.6,36.4
2018-07-28 02:00,5.9,11.2,15.4,27.6,36.4
2018-07-28 03:00,5.9,10.9,15.6,27.6,36.4
2018-07-28 04:00,6.1,11.0,15.6,27.6,36.4
2018-07-28 05:00,6.0,11.1,15.0,27.6,36.4
2018-07-28 06:00,5.8,11.1,15.0,28.1,36.6
2018-07-28 07:00,5.6,11.1,15.2,27.6,36.4
2018-07-28 08:00,6.5,10.8,15.2,28.1,36.4
2018-07-28 09:00,6.2,11.5,16.0,27.6,36.6
2018-07-28 10:00,6.1,11.0,15.4,27.6,36.4
2018-07-28 11:00,6.3,11.2,15.3,28.0,35.8
2018-07-28 12:00,6.0,10.7,15.3,27.8,36.6
2018-07-28 13:00,6.0,10.7,15.4,27.7,36.1
2018-07-28 14:00,6.3,12.3,14.5,28.0,34.8
2018-07-28 15:00,6.3,11.0,14.6,25.6,35.5
2018-07-28 16:00,6.4,11.2,15.4,28.0,36.0
2018-07-28 17:00,6.4,11.0,15.4,27.5,36.3
2018-07-28 18:00,6.0,11.2,15.3,27.8,36.0
2018-07-28 19:00,6.0,10.7,15.3,27.8,36.0
2018-07-28 20:00,6.3,11.2,15.5,28.0,36.0
2018-07-28 21:00,6.3,10.9,15.1,27.8,36.0
2018-07-28 22:00,6.5,10.9,15.1,27.8,36.0
2018-07-28 23:00,6.0,11.0,15.5,27.8,36.0
2018-07-29 00:00,5.8,11.0,15.1,27.8,36.0
2018-07-29 01:00,6.2,10.8,15.3,27.8,36.0
2018-07-29 02:00,6.2,10.8,15.3,27.8,36.0
2018-07-29 03:00,6.2,10.8,15.3,27.8,36.0
2018-07-29 04:00,6.2,10.8,15.3,27.8,36.0
2018-07-29 05:00,6.2,10.8,15.3,27.8,36.0
2018-07-29 06:00,6.2,11.0,15.3,27.8,36.0
2018-07-29 07:00,6.2,11.0,15.5,27.6,36.0
2018-07-29 08:00,6.2,11.0,15.5,27.6,36.0
2018-07-29 09:00,6.2,11.0,15.4,27.7,36.0
2018-07-29 10:00,6.1,11.0,15.4,27.7,36.0
2018-07-29 11:00,6.3,10.8,15.4,27.7,36.3
2018-07-29 12:00,6.3,10.8,15.4,27.7,36.3
2018-07-29 13:00,6.3,10.8,15.4,27.7,36.3
2018-07-29 14:00,6.3,10.8,15.5,27.7,36.3
2018-07-29 15:00,6.1,11.0,15.3,28.0,36.3
2018-07-29 16:00,6.7,11.0,15.3,27.7,36.3
2018-07-29 17:00,6.4,11.0,15.3,27.7,36.3
2018-07-29 18:00,6.4,11.0,15.3,27.7,36.3
2018-07-29 19:00,6.7,11.0,15.3,27.7,36.3
2018-07-29 20:00,6.5,11.0,15.3,27.7,36.3
2018-07-29 21:00,6.5,11.0,15.3,27.7,36.3
2018-07-29 22:00,7.4,11.0,15.1,27.7,36.3
2018-07-29 23:00,7.3,11.0,15.3,27.7,36.3
2018-07-30 00:00,7.6,11.0,15.1,27.7,36.3
2018-07-30 01:00,7.2,11.0,15.1,27.7,36.3
2018-07-30 02:00,8.2,11.0,15.1,28.0,36.3
2018-07-30 03:00,7.6,11.0,15.1,27.7,36.3
2018-07-30 04:00,7.8,11.0,15.3,27.7,36.3
2018-07-30 05:00,8.0,10.6,15.3,28.0,36.3
2018-07-30 06:00,8.3,11.0,15.3,27.7,36.3
2018-07-30 07:00,8.5,11.0,15.3,27.6,36.3
2018-07-30 08:00,8.6,11.0,15.3,27.7,36.3
2018-07-30 09:00,8.8,11.0,15.3,27.7,35.4
2018-07-30 10:00,8.8,11.0,15.3,28.0,36.3
2018-07-30 11:00,8.9,11.0,15.3,27.7,36.3
2018-07-30 12:00,9.1,11.0,15.3,27.7,36.3
2018-07-30 13:00,9.4,11.0,15.3,27.7,36.3
2018-07-30 14:00,9.5,10.9,15.1,27.7,36.3
2018-07-30 15:00,9.9,11.0,14.9,28.0,35.6
2018-07-30 16:00,9.5,10.5,15.3,29.2,36.3
2018-07-30 17:00,9.7,10.9,15.1,27.2,34.9
2018-07-30 18:00,9.9,11.2,15.3,27.7,35.6
2018-07-30 19:00,9.7,11.1,15.1,28.0,36.3
2018-07-30 20:00,9.7,11.1,15.5,27.7,35.6
2018-07-30 21:00,9.7,11.1,15.1,27.7,35.6
2018-07-30 22:00,9.4,11.2,15.1,27.7,35.6
2018-07-30 23:00,10.0,11.2,15.5,27.7,36.4
2018-07-31 00:00,9.7,11.2,15.1,28.0,36.4
2018-07-31 01:00,9.7,11.4,15.1,28.0,35.6
2018-07-31 02:00,9.9,11.4,15.1,27.7,35.6
2018-07-31 03:00,9.7,11.4,15.5,28.0,35.6
2018-07-31 04:00,9.8,10.9,15.5,27.7,35.6
2018-07-31 05:00,9.8,10.8,15.3,27.7,35.6
2018-07-31 06:00,10.2,10.8,15.3,27.7,35.6
2018-07-31 07:00,10.0,10.8,15.3,28.0,35.6
2018-07-31 08:00,10.0,10.8,15.3,28.0,35.6
2018-07-31 09:00,10.0,11.2,15.3,27.7,35.6
2018-07-31 10:00,10.0,11.4,15.3,28.0,35.6
2018-07-31 11:00,10.4,11.2,15.3,27.7,35.6
2018-07-31 12:00,10.6,11.2,15.3,28.0,35.6
2018-07-31 13:00,10.2,11.0,15.3,28.0,35.6
2018-07-31 14:00,10.8,11.2,15.2,28.2,35.6
2018-07-31 15:00,10.5,11.0,15.4,28.0,35.6
2018-07-31 16:00,10.6,11.3,14.8,26.3,35.6
2018-07-31 17:00,10.7,11.1,14.2,28.0,35.4
2018-07-31 18:00,11.1,10.8,15.3,28.0,36.4
2018-07-31 19:00,11.1,11.4,15.5,27.7,35.6
2018-07-31 20:00,11.1,11.4,15.5,28.0,35.6
2018-07-31 21:00,11.3,11.4,15.5,28.0,35.6
2018-07-31 22:00,11.3,11.0,15.5,28.0,35.6
2018-07-31 23:00,11.4,11.0,15.5,28.0,35.6
2018-08-01 00:00,11.3,11.2,15.1,27.7,35.6
2018-08-01 01:00,11.5,11.2,15.1,27.7,35.6
2018-08-01 02:00,11.6,11.3,15.1,27.7,35.6
2018-08-01 03:00,11.3,11.0,15.3,27.7,35.6
2018-08-01 04:00,11.7,11.0,15.3,28.0,35.6
2018-08-01 05:00,11.3,11.2,15.3,28.0,35.6
2018-08-01 06:00,11.6,11.2,15.3,28.0,35.6
2018-08-01 07:00,11.6,11.2,15.1,28.0,35.6
2018-08-01 08:00,12.0,10.9,15.1,28.0,35.6
2018-08-01 09:00,11.9,11.0,15.3,26.9,35.4
2018-08-01 10:00,11.8,11.2,15.1,27.5,36.1
2018-08-01 11:00,11.9,11.4,15.0,27.4,34.8
2018-08-01 12:00,11.9,10.9,15.1,27.5,35.1
2018-08-01 13:00,12.1,11.1,15.1,28.0,35.6
2018-08-01 14:00,11.8,11.5,15.1,27.5,35.6
2018-08-01 15:00,12.0,11.1,14.9,27.5,35.3
2018-08-01 16:00,12.2,11.4,15.4,27.4,35.0
2018-08-01 17:00,11.9,11.3,14.6,27.5,35.8
2018-08-01 18:00,11.9,11.7,15.2,28.0,35.6
2018-08-01 19:00,11.7,11.6,15.5,27.5,35.6
2018-08-01 20:00,11.4,11.7,15.5,28.2,35.6
2018-08-01 21:00,11.8,11.4,15.5,28.0,35.6
2018-08-01 22:00,11.8,11.4,15.5,28.2,35.6
2018-08-01 23:00,11.6,11.1,15.5,28.0,35.8
2018-08-02 00:00,11.7,11.1,15.5,28.0,35.6
2018-08-02 01:00,11.5,11.2,15.5,28.0,35.6
2018-08-02 02:00,11.6,11.2,15.1,28.0,35.6
2018-08-02 03:00,11.6,11.4,15.3,28.0,35.6
2018-08-02 04:00,11.3,11.4,15.3,28.0,35.6
2018-08-02 05:00,11.3,11.1,15.3,28.0,35.6
2018-08-02 06:00,11.5,11.2,15.3,28.0,35.8
2018-08-02 07:00,11.5,11.2,15.4,28.0,35.8
2018-08-02 08:00,11.5,11.6,15.4,27.7,35.8
2018-08-02 09:00,11.5,11.4,15.1,28.0,35.8
2018-08-02 10:00,11.7,11.5,14.6,27.9,34.8
2018-08-02 11:00,11.6,11.4,15.1,28.0,35.7
2018-08-02 12:00,11.3,10.9,15.1,27.5,35.1
2018-08-02 13:00,11.1,11.4,15.0,27.0,35.1
2018-08-02 14:00,11.5,11.7,15.4,27.0,34.7
2018-08-02 15:00,11.4,12.0,14.7,25.7,34.5
2018-08-02 16:00,11.6,12.9,15.1,27.1,34.6
2018-08-02 17:00,10.9,12.0,15.1,27.5,35.3
2018-08-02 18:00,11.2,12.1,15.5,27.5,35.6
2018-08-02 19:00,11.1,11.7,15.5,27.5,35.3
2018-08-02 20:00,11.0,11.7,15.4,27.5,35.3
2018-08-02 21:00,11.2,11.9,15.4,27.5,35.3
2018-08-02 22:00,10.8,11.8,15.4,27.5,35.3
2018-08-02 23:00,10.9,12.0,15.4,27.5,35.3
2018-08-03 00:00,10.8,11.5,15.5,27.5,35.3
2018-08-03 01:00,10.5,11.5,15.5,28.2,35.4
2018-08-03 02:00,10.5,11.6,15.1,28.0,35.4
