#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2226: Twin Pines Conservation Area, MO
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration  Base Data  Measurement Units  Sensor Depth  Element Code  Description                       
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -2            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -4            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -8            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -20           SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -40           SMS           Percent volumetric soil moisture  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Twin Pines Conservation Area (2226) 
# Missouri  SCAN Site - 960 ft
# Reporting Frequency: Hourly; Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# As of: Jan 24, 2019 8:13:00 PM GMT-08:00
#
Date,Twin Pines Conservation Area (2226) Soil Moisture Percent -2in (pct),Twin Pines Conservation Area (2226) Soil Moisture Percent -4in (pct),Twin Pines Conservation Area (2226) Soil Moisture Percent -8in (pct),Twin Pines Conservation Area (2226) Soil Moisture Percent -20in (pct),Twin Pines Conservation Area (2226) Soil Moisture Percent -40in (pct)
2018-07-24 21:00,13.6,13.1,15.7,10.2,13.7
2018-07-24 22:00,13.8,13.2,15.9,10.2,13.7
2018-07-24 23:00,13.6,13.2,15.8,10.2,13.7
2018-07-25 00:00,13.4,13.0,15.5,10.2,13.7
2018-07-25 01:00,13.4,13.0,15.5,10.2,13.7
2018-07-25 02:00,13.5,13.0,15.5,10.2,13.7
2018-07-25 03:00,13.5,13.0,15.7,10.2,13.7
2018-07-25 04:00,13.4,13.2,15.3,10.2,13.4
2018-07-25 05:00,13.3,13.0,15.7,10.2,13.4
2018-07-25 06:00,13.4,13.2,15.4,10.2,13.7
2018-07-25 07:00,13.4,13.3,15.4,10.2,13.4
2018-07-25 08:00,13.4,12.9,15.4,10.2,13.4
2018-07-25 09:00,13.4,12.9,15.3,10.2,13.4
2018-07-25 10:00,13.2,12.9,15.4,10.3,13.5
2018-07-25 11:00,13.6,12.9,15.5,12.6,13.2
2018-07-25 12:00,13.2,12.9,15.5,10.3,13.5
2018-07-25 13:00,13.6,12.8,15.1,10.4,13.7
2018-07-25 14:00,13.4,12.8,15.7,10.3,13.8
2018-07-25 15:00,13.3,12.8,15.3,10.3,13.5
2018-07-25 16:00,13.1,12.9,15.4,10.3,13.5
2018-07-25 17:00,13.1,12.7,15.4,10.3,13.6
2018-07-25 18:00,13.1,12.6,15.2,10.3,13.5
2018-07-25 19:00,13.1,12.7,15.4,10.3,13.5
2018-07-25 20:00,12.7,12.7,15.1,10.3,13.5
2018-07-25 21:00,12.9,12.4,15.1,10.2,13.7
2018-07-25 22:00,12.6,12.4,15.2,10.2,13.7
2018-07-25 23:00,12.7,12.6,14.9,10.2,13.5
2018-07-26 00:00,12.6,12.3,15.0,10.2,13.5
2018-07-26 01:00,12.4,12.3,15.0,10.2,13.8
2018-07-26 02:00,12.7,12.4,15.0,10.3,13.8
2018-07-26 03:00,12.5,12.3,14.9,10.3,13.8
2018-07-26 04:00,12.7,12.3,14.9,10.3,13.5
2018-07-26 05:00,12.5,12.5,14.9,10.3,13.5
2018-07-26 06:00,12.3,12.4,14.9,10.3,13.5
2018-07-26 07:00,12.5,12.5,14.9,10.3,13.5
2018-07-26 08:00,12.5,12.4,14.7,10.3,13.5
2018-07-26 09:00,12.6,12.1,14.7,10.3,13.5
2018-07-26 10:00,12.2,12.0,14.8,9.7,13.4
2018-07-26 11:00,12.7,12.2,14.5,10.0,13.5
2018-07-26 12:00,12.4,12.3,14.8,9.9,13.3
2018-07-26 13:00,12.6,12.0,14.6,10.2,13.5
2018-07-26 14:00,12.7,12.3,14.7,10.2,13.6
2018-07-26 15:00,12.5,12.3,14.5,10.2,13.6
2018-07-26 16:00,12.4,12.4,14.5,10.2,13.6
2018-07-26 17:00,12.4,12.0,14.5,10.2,13.6
2018-07-26 18:00,12.0,12.1,14.6,10.2,13.6
2018-07-26 19:00,12.2,12.1,14.5,10.2,13.6
2018-07-26 20:00,12.3,11.8,14.6,10.2,13.6
2018-07-26 21:00,12.3,11.8,14.5,10.2,13.6
2018-07-26 22:00,12.0,11.8,14.6,10.2,13.6
2018-07-26 23:00,12.0,12.0,14.6,10.2,13.6
2018-07-27 00:00,12.3,12.0,14.6,10.2,13.6
2018-07-27 01:00,12.1,12.0,14.6,10.2,13.6
2018-07-27 02:00,12.1,12.0,14.6,10.2,13.2
2018-07-27 03:00,12.1,11.9,14.6,10.2,13.2
2018-07-27 04:00,12.1,12.1,14.7,10.2,13.2
2018-07-27 05:00,12.1,11.9,14.7,10.2,13.2
2018-07-27 06:00,11.9,11.6,14.2,10.2,13.2
2018-07-27 07:00,11.9,11.9,14.2,10.2,13.2
2018-07-27 08:00,11.9,11.6,14.2,10.2,13.3
2018-07-27 09:00,12.1,11.9,14.3,10.3,13.3
2018-07-27 10:00,12.1,11.5,14.2,9.9,12.7
2018-07-27 11:00,12.4,11.8,14.2,9.8,13.3
2018-07-27 12:00,12.4,11.7,14.1,8.9,13.0
2018-07-27 13:00,12.5,12.0,14.3,10.1,13.1
2018-07-27 14:00,12.7,12.0,14.3,9.8,13.3
2018-07-27 15:00,12.5,11.7,14.3,9.8,13.3
2018-07-27 16:00,12.4,11.7,14.3,9.8,13.3
2018-07-27 17:00,12.1,11.5,14.2,9.8,13.3
2018-07-27 18:00,12.2,11.6,14.3,9.8,13.4
2018-07-27 19:00,12.2,11.6,14.3,10.1,13.1
2018-07-27 20:00,11.9,11.6,14.1,9.8,13.1
2018-07-27 21:00,12.0,11.7,14.1,9.8,13.1
2018-07-27 22:00,12.0,11.4,14.2,10.1,13.1
2018-07-27 23:00,12.0,11.4,14.2,10.1,13.1
2018-07-28 00:00,12.1,11.3,14.0,10.1,13.4
2018-07-28 01:00,11.8,11.6,14.0,10.1,13.4
2018-07-28 02:00,11.8,11.3,13.7,10.1,13.4
2018-07-28 03:00,11.9,11.3,13.7,9.8,13.4
2018-07-28 04:00,11.4,11.2,13.7,10.1,13.4
2018-07-28 05:00,11.6,11.4,13.8,10.1,13.4
2018-07-28 06:00,11.6,11.6,13.8,10.1,13.4
2018-07-28 07:00,11.6,11.4,13.8,10.1,13.1
2018-07-28 08:00,11.4,11.4,13.8,9.8,13.4
2018-07-28 09:00,11.4,11.4,13.6,9.8,13.4
2018-07-28 10:00,11.6,10.9,13.7,10.1,13.4
2018-07-28 11:00,11.8,11.2,13.8,9.4,13.4
2018-07-28 12:00,11.8,10.8,13.6,9.6,13.1
2018-07-28 13:00,11.6,11.2,13.6,9.9,13.4
2018-07-28 14:00,11.7,11.5,13.8,10.3,13.5
2018-07-28 15:00,11.7,11.1,13.9,10.3,13.5
2018-07-28 16:00,11.8,11.1,13.9,10.3,13.1
2018-07-28 17:00,11.8,11.2,13.6,10.3,13.1
2018-07-28 18:00,11.7,11.2,13.6,10.3,13.1
2018-07-28 19:00,11.6,11.3,13.7,10.3,13.1
2018-07-28 20:00,11.3,11.0,13.7,10.3,13.1
2018-07-28 21:00,11.3,11.3,13.7,10.3,13.1
2018-07-28 22:00,11.1,11.3,13.7,9.9,13.1
2018-07-28 23:00,11.2,11.2,13.7,10.3,13.1
2018-07-29 00:00,11.2,11.3,13.8,9.9,13.1
2018-07-29 01:00,11.2,11.3,13.8,10.3,13.1
2018-07-29 02:00,11.1,11.0,13.4,10.3,13.1
2018-07-29 03:00,11.1,10.5,13.1,9.9,13.1
2018-07-29 04:00,11.1,10.5,13.1,9.9,13.1
2018-07-29 05:00,11.2,10.7,13.3,9.9,13.1
2018-07-29 06:00,11.0,10.7,13.3,10.3,13.1
2018-07-29 07:00,11.2,10.7,13.3,10.1,13.1
2018-07-29 08:00,11.2,10.7,13.3,9.9,13.1
2018-07-29 09:00,10.7,11.1,13.4,10.1,13.1
2018-07-29 10:00,11.0,10.8,13.1,10.1,13.1
2018-07-29 11:00,11.0,10.8,13.3,10.1,13.1
2018-07-29 12:00,11.1,10.7,13.5,10.1,13.2
2018-07-29 13:00,11.2,10.7,13.5,10.1,13.2
2018-07-29 14:00,11.2,11.0,13.1,10.1,13.2
2018-07-29 15:00,11.0,10.7,13.2,10.1,13.2
2018-07-29 16:00,11.0,11.0,13.2,10.1,13.2
2018-07-29 17:00,10.9,10.7,13.2,10.1,13.2
2018-07-29 18:00,11.1,10.7,13.3,9.6,12.9
2018-07-29 19:00,11.0,10.7,13.0,10.1,12.9
2018-07-29 20:00,11.0,10.7,13.0,10.1,12.9
2018-07-29 21:00,10.5,10.5,13.0,10.1,13.2
2018-07-29 22:00,10.9,10.8,13.0,10.1,13.2
2018-07-29 23:00,10.7,10.8,13.0,10.1,13.2
2018-07-30 00:00,10.7,10.5,13.2,10.1,12.9
2018-07-30 01:00,10.7,10.8,13.2,10.1,12.9
2018-07-30 02:00,10.8,10.5,13.2,9.6,12.9
2018-07-30 03:00,10.8,10.7,13.2,10.1,12.9
2018-07-30 04:00,10.8,10.7,13.2,10.1,12.9
2018-07-30 05:00,10.5,10.7,13.2,9.6,12.9
2018-07-30 06:00,10.5,10.7,12.7,9.6,12.9
2018-07-30 07:00,10.7,10.7,13.2,9.8,12.9
2018-07-30 08:00,10.7,10.8,12.9,9.8,12.9
2018-07-30 09:00,10.7,10.5,12.9,9.8,13.1
2018-07-30 10:00,10.9,10.4,12.9,9.8,12.9
2018-07-30 11:00,10.9,10.8,12.9,9.8,13.1
2018-07-30 12:00,10.7,10.5,12.9,9.8,13.1
2018-07-30 13:00,10.7,10.8,13.0,9.8,13.1
2018-07-30 14:00,10.7,10.3,12.7,9.8,13.1
2018-07-30 15:00,11.0,10.3,13.0,9.8,13.1
2018-07-30 16:00,10.5,10.3,13.1,9.8,13.1
2018-07-30 17:00,11.0,10.3,12.7,9.8,13.1
2018-07-30 18:00,10.5,10.6,12.7,9.8,13.1
2018-07-30 19:00,10.7,10.8,12.7,9.8,13.1
2018-07-30 20:00,10.7,10.5,12.7,9.8,13.1
2018-07-30 21:00,10.5,10.5,12.7,9.8,13.1
2018-07-30 22:00,10.5,10.2,12.8,9.8,13.1
2018-07-30 23:00,10.3,10.2,12.8,9.8,13.1
2018-07-31 00:00,10.3,10.2,12.8,9.8,12.6
2018-07-31 01:00,10.2,10.2,12.8,9.8,12.7
2018-07-31 02:00,10.2,10.5,12.9,9.8,12.7
2018-07-31 03:00,9.8,10.3,12.9,9.8,12.7
2018-07-31 04:00,10.0,10.2,12.6,9.8,12.7
2018-07-31 05:00,9.7,10.3,12.6,9.8,12.7
2018-07-31 06:00,9.7,10.3,12.9,9.8,12.7
2018-07-31 07:00,10.0,10.3,12.6,9.8,12.7
2018-07-31 08:00,10.0,10.3,12.7,9.8,12.9
2018-07-31 09:00,10.0,10.3,12.7,9.8,12.7
2018-07-31 10:00,10.3,10.3,12.6,9.9,12.5
2018-07-31 11:00,10.3,9.9,12.6,8.8,11.5
2018-07-31 12:00,10.1,10.0,12.6,7.8,11.8
2018-07-31 13:00,10.6,10.3,12.8,9.9,12.5
2018-07-31 14:00,10.3,10.6,12.6,9.9,12.7
2018-07-31 15:00,10.1,10.3,12.8,9.9,12.9
2018-07-31 16:00,10.2,10.5,12.6,9.9,13.1
2018-07-31 17:00,10.2,10.1,12.6,9.9,12.9
2018-07-31 18:00,10.2,10.1,12.4,9.9,13.1
2018-07-31 19:00,10.0,10.3,12.6,9.9,12.8
2018-07-31 20:00,10.1,10.3,12.6,9.9,12.8
2018-07-31 21:00,10.3,10.3,12.8,9.7,12.8
2018-07-31 22:00,9.5,10.1,12.3,10.1,12.8
2018-07-31 23:00,9.5,10.1,12.1,9.9,12.8
2018-08-01 00:00,9.7,9.8,12.4,9.7,12.8
2018-08-01 01:00,9.7,10.1,12.2,9.9,12.8
2018-08-01 02:00,9.9,10.0,12.2,9.7,12.8
2018-08-01 03:00,9.9,10.1,12.2,9.6,12.8
2018-08-01 04:00,9.5,10.0,12.3,9.6,12.8
2018-08-01 05:00,9.6,10.3,12.3,9.6,12.8
2018-08-01 06:00,9.6,9.8,12.0,9.7,12.8
2018-08-01 07:00,9.6,10.0,12.0,9.6,12.8
2018-08-01 08:00,9.3,10.1,12.2,9.6,12.8
2018-08-01 09:00,9.3,9.8,12.2,9.9,12.8
2018-08-01 10:00,10.1,9.7,12.0,8.8,11.9
2018-08-01 11:00,9.7,9.7,11.9,9.7,12.8
2018-08-01 12:00,10.2,9.9,11.9,9.4,11.7
2018-08-01 13:00,10.1,9.8,12.1,9.7,11.8
2018-08-01 14:00,10.2,10.2,12.4,9.7,12.9
2018-08-01 15:00,9.9,9.9,12.1,9.7,12.9
2018-08-01 16:00,9.7,10.0,12.1,9.7,12.4
2018-08-01 17:00,9.8,9.6,12.1,9.9,12.9
2018-08-01 18:00,9.7,9.8,12.2,9.9,12.9
2018-08-01 19:00,9.5,9.8,12.2,9.9,12.4
2018-08-01 20:00,9.5,9.8,12.1,9.9,12.4
2018-08-01 21:00,9.4,9.7,11.9,9.9,12.4
2018-08-01 22:00,9.4,9.7,12.1,9.9,12.4
2018-08-01 23:00,9.3,9.7,12.1,9.9,12.4
2018-08-02 00:00,9.3,9.7,12.1,9.9,12.4
2018-08-02 01:00,9.5,9.9,12.2,9.9,12.4
2018-08-02 02:00,8.9,9.9,12.2,9.9,12.4
2018-08-02 03:00,9.1,9.6,12.2,9.9,12.4
2018-08-02 04:00,9.1,9.4,11.9,9.9,12.4
2018-08-02 05:00,9.3,9.6,12.2,9.4,12.6
2018-08-02 06:00,9.3,9.6,12.1,9.9,12.6
2018-08-02 07:00,8.9,9.7,11.6,9.9,12.4
2018-08-02 08:00,9.1,9.4,11.9,9.9,12.6
2018-08-02 09:00,9.4,9.7,11.7,9.4,12.4
2018-08-02 10:00,9.1,9.4,11.9,9.5,12.5
2018-08-02 11:00,9.3,9.4,11.9,9.4,12.4
2018-08-02 12:00,9.3,9.5,11.6,8.1,12.3
2018-08-02 13:00,9.2,9.8,12.1,9.7,12.0
2018-08-02 14:00,9.4,9.6,11.9,9.6,12.5
2018-08-02 15:00,9.2,9.4,11.7,9.6,12.5
2018-08-02 16:00,9.5,9.6,11.7,9.9,12.7
2018-08-02 17:00,9.1,9.4,11.7,9.4,12.7
2018-08-02 18:00,9.1,9.4,11.9,9.7,12.7
2018-08-02 19:00,9.2,9.4,12.1,9.4,12.4
2018-08-02 20:00,8.8,9.6,11.7,9.7,12.7
2018-08-02 21:00,8.8,9.6,11.7,9.7,12.7
2018-08-02 22:00,9.0,9.4,11.6,9.7,12.7
2018-08-02 23:00,9.0,9.4,11.7,9.7,12.7
2018-08-03 00:00,8.9,9.4,11.7,9.7,12.4
2018-08-03 01:00,8.9,9.5,11.7,9.7,12.4
2018-08-03 02:00,9.0,9.5,11.7,9.7,12.4
2018-08-03 03:00,8.5,9.5,11.7,9.7,12.4
2018-08-03 04:00,8.5,9.5,11.8,9.7,12.4
2018-08-03 05:00,8.7,9.3,11.8,9.7,12.4
2018-08-03 06:00,8.7,9.3,11.8,9.9,12.4
2018-08-03 07:00,8.3,9.6,11.3,9.9,12.4
2018-08-03 08:00,8.5,9.3,11.5,9.9,12.4
2018-08-03 09:00,8.5,9.3,11.5,9.9,12.4
2018-08-03 10:00,8.5,9.3,11.5,9.5,12.5
2018-08-03 11:00,8.6,9.1,11.3,9.9,12.6
2018-08-03 12:00,8.7,9.6,11.3,9.9,12.6
2018-08-03 13:00,8.8,9.4,11.4,9.9,12.6
2018-08-03 14:00,8.8,9.2,11.7,9.9,12.6
2018-08-03 15:00,8.7,9.2,11.7,9.9,12.6
2018-08-03 16:00,8.5,9.2,11.7,9.9,12.6
2018-08-03 17:00,8.6,9.3,11.3,9.5,12.6
2018-08-03 18:00,8.4,9.3,11.3,9.9,12.6
2018-08-03 19:00,8.1,9.3,11.3,9.9,12.6
2018-08-03 20:00,8.3,9.3,11.3,9.9,12.2
2018-08-03 21:00,8.4,9.3,11.3,9.9,12.6
2018-08-03 22:00,7.9,9.3,11.5,9.9,12.5
2018-08-03 23:00,8.1,9.3,11.5,9.5,12.3
2018-08-04 00:00,7.9,9.2,11.2,9.5,12.3
2018-08-04 01:00,7.8,9.2,11.5,9.5,12.5
2018-08-04 02:00,7.8,9.2,11.5,9.5,12.5
2018-08-04 03:00,7.8,9.2,11.5,9.5,12.5
2018-08-04 04:00,8.0,9.2,11.3,9.5,12.5
2018-08-04 05:00,8.0,9.1,11.3,9.5,12.5
2018-08-04 06:00,8.0,9.0,11.3,9.5,12.5
2018-08-04 07:00,8.0,8.8,11.0,9.7,12.5
2018-08-04 08:00,7.7,8.8,11.2,9.7,12.5
2018-08-04 09:00,7.8,8.8,11.2,9.7,12.3
2018-08-04 10:00,8.0,8.7,11.2,9.3,12.0
2018-08-04 11:00,8.2,8.8,11.2,9.7,12.6
2018-08-04 12:00,8.5,8.8,11.3,7.7,12.2
2018-08-04 13:00,8.4,8.8,11.3,9.7,12.6
2018-08-04 14:00,8.0,9.2,11.3,9.4,12.6
2018-08-04 15:00,8.2,9.0,11.3,9.7,12.6
2018-08-04 16:00,8.2,9.0,11.6,9.7,12.6
2018-08-04 17:00,8.2,9.0,11.6,9.7,12.6
2018-08-04 18:00,8.0,9.0,11.6,9.7,12.6
2018-08-04 19:00,7.6,9.0,11.1,9.7,12.6
2018-08-04 20:00,7.9,8.8,11.1,9.7,12.6
2018-08-04 21:00,8.0,8.9,11.1,9.7,12.6
2018-08-04 22:00,7.8,8.9,11.1,9.7,12.2
2018-08-04 23:00,7.4,8.9,11.1,9.9,12.6
2018-08-05 00:00,7.4,8.9,11.2,9.7,12.2
2018-08-05 01:00,7.6,9.1,11.2,9.7,12.3
2018-08-05 02:00,7.6,8.8,11.2,9.7,12.2
2018-08-05 03:00,7.6,8.6,11.0,9.7,12.2
2018-08-05 04:00,7.3,8.8,11.0,9.7,12.2
2018-08-05 05:00,7.3,8.8,11.0,9.7,12.2
2018-08-05 06:00,7.5,8.8,11.0,9.7,12.2
2018-08-05 07:00,7.5,8.8,11.1,9.5,12.2
2018-08-05 08:00,7.1,8.5,11.1,9.5,12.2
2018-08-05 09:00,7.4,8.5,10.9,9.5,12.2
2018-08-05 10:00,7.5,8.7,10.9,9.3,12.3
2018-08-05 11:00,7.4,8.6,10.8,8.1,11.2
2018-08-05 12:00,7.8,8.9,10.9,9.3,12.3
2018-08-05 13:00,8.0,8.8,11.4,9.5,12.1
2018-08-05 14:00,7.4,8.7,11.3,9.7,12.3
2018-08-05 15:00,7.4,8.7,11.3,9.5,12.3
2018-08-05 16:00,7.6,8.7,11.3,9.7,12.5
2018-08-05 17:00,7.2,8.6,10.8,9.5,12.5
2018-08-05 18:00,7.1,8.9,10.8,9.7,12.5
2018-08-05 19:00,6.8,8.6,10.8,9.5,12.5
2018-08-05 20:00,7.0,8.6,11.0,9.5,12.5
2018-08-05 21:00,7.0,8.4,11.0,9.5,12.2
2018-08-05 22:00,7.0,8.5,11.1,9.5,12.2
2018-08-05 23:00,7.0,8.4,10.8,9.5,12.5
2018-08-06 00:00,7.0,8.5,10.8,9.5,12.2
2018-08-06 01:00,7.2,8.5,10.8,9.5,12.2
2018-08-06 02:00,7.1,8.5,10.8,9.5,12.2
2018-08-06 03:00,6.4,8.7,10.8,9.5,12.2
2018-08-06 04:00,7.1,8.2,10.9,9.5,12.2
2018-08-06 05:00,6.7,8.7,10.9,9.7,12.2
2018-08-06 06:00,6.8,8.2,10.9,9.5,12.2
2018-08-06 07:00,7.1,8.4,10.7,9.7,12.2
2018-08-06 08:00,6.7,8.4,10.7,9.7,12.2
2018-08-06 09:00,6.7,8.4,10.6,9.7,12.2
2018-08-06 10:00,7.0,8.2,10.6,8.7,10.9
2018-08-06 11:00,6.8,8.4,10.4,9.7,12.3
2018-08-06 12:00,7.2,7.8,10.9,8.1,12.2
2018-08-06 13:00,7.2,8.4,10.7,9.7,12.3
2018-08-06 14:00,6.8,8.7,10.6,9.7,12.3
2018-08-06 15:00,6.8,8.5,10.4,9.2,12.3
2018-08-06 16:00,7.2,8.5,10.8,9.7,12.3
2018-08-06 17:00,6.9,8.5,10.8,9.7,12.3
2018-08-06 18:00,6.6,8.5,10.4,9.7,12.3
2018-08-06 19:00,6.4,8.5,10.4,9.2,12.3
2018-08-06 20:00,6.4,8.3,10.4,9.7,12.3
2018-08-06 21:00,6.6,8.3,10.6,9.7,12.3
2018-08-06 22:00,6.6,8.5,10.6,9.7,12.3
2018-08-06 23:00,6.5,8.3,10.2,9.7,12.3
2018-08-07 00:00,6.5,8.3,10.4,9.7,12.3
2018-08-07 01:00,6.5,8.2,10.4,9.2,11.8
2018-08-07 02:00,6.5,8.2,10.4,9.4,12.3
2018-08-07 03:00,6.5,8.2,10.2,9.2,12.1
2018-08-07 04:00,6.5,8.2,10.2,9.4,12.1
2018-08-07 05:00,6.6,8.2,10.2,9.2,11.8
2018-08-07 06:00,6.6,8.3,10.2,9.4,12.1
2018-08-07 07:00,6.0,8.2,10.4,9.4,12.1
2018-08-07 08:00,6.0,8.2,9.8,9.4,11.8
2018-08-07 09:00,6.0,8.2,10.3,9.4,11.8
2018-08-07 10:00,6.4,8.3,10.1,8.6,11.4
2018-08-07 11:00,6.2,7.9,10.0,8.5,11.1
2018-08-07 12:00,6.6,8.2,10.3,12.1,11.8
2018-08-07 13:00,9.1,9.4,10.5,10.1,11.8
2018-08-07 14:00,12.2,10.1,10.4,9.8,12.3
2018-08-07 15:00,12.9,11.0,10.6,9.9,12.3
2018-08-07 16:00,13.2,11.5,10.7,9.7,11.8
2018-08-07 17:00,13.0,11.8,10.4,9.9,12.3
2018-08-07 18:00,13.0,11.6,10.7,10.1,11.8
2018-08-07 19:00,13.1,11.9,11.1,9.6,11.8
2018-08-07 20:00,13.1,11.7,11.0,9.6,11.8
2018-08-07 21:00,12.7,12.0,10.9,9.6,12.3
2018-08-07 22:00,12.7,11.7,11.3,9.6,12.1
2018-08-07 23:00,12.6,11.9,11.1,9.6,12.1
2018-08-08 00:00,14.7,14.0,11.2,16.5,12.3
2018-08-08 01:00,16.2,16.0,12.1,12.8,12.6
2018-08-08 02:00,16.6,16.3,13.3,11.4,12.2
2018-08-08 03:00,16.2,16.2,13.9,10.4,12.5
2018-08-08 04:00,16.3,16.3,14.5,10.3,12.2
2018-08-08 05:00,15.9,16.3,14.4,10.2,12.2
2018-08-08 06:00,15.8,16.1,14.5,10.2,12.2
2018-08-08 07:00,15.6,16.1,14.8,10.2,12.2
2018-08-08 08:00,15.7,16.1,14.8,10.3,12.2
2018-08-08 09:00,15.6,16.1,14.7,10.0,12.2
2018-08-08 10:00,15.4,15.8,14.7,10.3,12.2
2018-08-08 11:00,15.4,15.7,14.8,10.0,12.2
2018-08-08 12:00,15.2,15.8,14.7,10.0,12.2
2018-08-08 13:00,15.0,15.7,14.6,9.8,12.2
2018-08-08 14:00,15.8,16.4,15.3,22.7,34.6
2018-08-08 15:00,17.4,17.5,16.4,17.8,34.3
2018-08-08 16:00,18.0,17.6,16.8,16.3,33.1
2018-08-08 17:00,17.7,17.8,16.9,15.7,29.9
2018-08-08 18:00,17.6,17.6,16.7,15.1,29.0
2018-08-08 19:00,17.3,17.7,16.7,14.5,28.6
2018-08-08 20:00,17.2,17.4,16.7,14.4,28.0
2018-08-08 21:00,17.4,17.5,17.0,14.2,27.0
2018-08-08 22:00,16.9,17.5,16.5,14.1,26.6
2018-08-08 23:00,17.0,17.6,16.6,13.7,25.9
2018-08-09 00:00,16.7,17.3,16.6,13.8,25.1
2018-08-09 01:00,16.7,17.1,16.7,13.6,24.5
2018-08-09 02:00,16.4,17.2,16.7,13.5,24.4
2018-08-09 03:00,16.5,17.0,16.8,13.4,23.2
2018-08-09 04:00,16.4,17.2,16.5,13.4,22.6
2018-08-09 05:00,16.4,17.0,16.6,13.3,21.7
2018-08-09 06:00,16.3,16.8,16.6,13.1,20.8
2018-08-09 07:00,16.2,16.8,16.4,12.9,20.0
2018-08-09 08:00,16.2,16.6,16.5,12.8,19.2
2018-08-09 09:00,16.1,16.9,16.6,12.6,18.5
2018-08-09 10:00,16.1,16.5,16.5,11.4,18.5
2018-08-09 11:00,16.0,16.8,16.5,14.1,16.6
2018-08-09 12:00,15.9,16.6,16.3,11.1,16.2
2018-08-09 13:00,15.8,16.5,16.3,12.7,16.4
2018-08-09 14:00,15.6,16.3,16.3,12.2,16.2
2018-08-09 15:00,15.5,16.1,16.1,12.4,16.4
2018-08-09 16:00,15.3,16.2,16.4,12.4,16.0
2018-08-09 17:00,15.4,16.3,16.3,12.4,16.1
2018-08-09 18:00,15.5,16.0,16.0,12.3,15.9
2018-08-09 19:00,15.2,16.0,16.0,12.3,15.7
2018-08-09 20:00,15.1,15.8,16.2,12.1,15.7
2018-08-09 21:00,15.1,15.7,15.9,12.1,15.5
2018-08-09 22:00,15.2,15.8,16.2,11.8,15.4
2018-08-09 23:00,15.2,15.6,15.9,11.8,15.2
2018-08-10 00:00,15.0,15.7,16.0,12.0,15.3
2018-08-10 01:00,15.1,15.7,15.8,11.6,15.1
2018-08-10 02:00,15.1,15.8,16.0,11.9,15.3
2018-08-10 03:00,15.1,15.5,15.9,12.1,15.0
2018-08-10 04:00,15.2,15.4,15.9,12.1,15.1
2018-08-10 05:00,14.8,15.5,15.8,11.9,15.0
2018-08-10 06:00,14.8,15.5,15.8,11.9,14.7
2018-08-10 07:00,14.9,15.6,15.8,11.9,14.9
2018-08-10 08:00,14.9,15.3,15.9,11.7,14.8
2018-08-10 09:00,14.7,15.3,15.6,11.7,14.8
2018-08-10 10:00,14.8,15.0,15.8,11.9,14.6
2018-08-10 11:00,14.7,15.5,15.8,11.9,14.6
2018-08-10 12:00,14.8,15.1,15.6,11.9,14.8
2018-08-10 13:00,14.5,15.4,15.5,11.6,14.6
2018-08-10 14:00,14.3,15.2,15.8,11.6,14.6
2018-08-10 15:00,14.4,15.3,15.8,11.6,14.7
2018-08-10 16:00,14.2,15.0,15.5,11.7,14.7
2018-08-10 17:00,14.1,15.1,15.6,11.7,14.2
2018-08-10 18:00,14.2,14.9,15.3,11.7,14.7
2018-08-10 19:00,13.9,14.9,15.3,11.7,14.7
2018-08-10 20:00,13.9,14.9,15.6,11.5,14.4
2018-08-10 21:00,14.9,15.6,15.8,23.8,33.7
2018-08-10 22:00,17.7,17.5,16.8,18.5,33.7
2018-08-10 23:00,18.0,17.7,17.2,17.0,33.7
